phi,m,n,k,function,TFLOPS,total_time[sec],scaling,low_prec_gemm,mod_hi2mid,undo_scaling
-1,2048,2048,4096,ZGEMM3m,45 ,3.05E-03,,,,
-1,2048,2048,8192,OS2-i8-fast-12,143 ,1.92E-03,7.73E-04,9.37E-04,1.44E-04,4.30E-05
-1,2048,2048,8192,OS2-i8-fast-13,134 ,2.05E-03,8.20E-04,1.00E-03,1.57E-04,4.51E-05
-1,2048,2048,8192,OS2-i8-fast-14,126 ,2.17E-03,8.65E-04,1.07E-03,1.68E-04,4.71E-05
-1,2048,2048,8192,OS2-i8-fast-15,118 ,2.32E-03,9.18E-04,1.15E-03,1.81E-04,4.92E-05
-1,2048,2048,8192,OS2-i8-fast-16,103 ,2.67E-03,1.18E-03,1.22E-03,1.94E-04,5.33E-05
-1,2048,2048,8192,OS2-i8-accu-12,133 ,2.06E-03,9.17E-04,9.29E-04,1.45E-04,4.30E-05
-1,2048,2048,8192,OS2-i8-accu-13,127 ,2.16E-03,9.56E-04,9.73E-04,1.57E-04,4.51E-05
-1,2048,2048,8192,OS2-i8-accu-14,121 ,2.27E-03,9.98E-04,1.03E-03,1.68E-04,4.71E-05
-1,2048,2048,8192,OS2-i8-accu-15,114 ,2.42E-03,1.05E-03,1.11E-03,1.80E-04,4.92E-05
-1,2048,2048,8192,OS2-i8-accu-16,100 ,2.76E-03,1.31E-03,1.18E-03,1.93E-04,5.12E-05
-1,2048,2048,8192,OS2-f8-fast-12,62 ,4.46E-03,1.79E-03,2.24E-03,3.69E-04,4.51E-05
-1,2048,2048,8192,OS2-f8-fast-13,53 ,5.17E-03,2.32E-03,2.37E-03,4.00E-04,4.71E-05
-1,2048,2048,8192,OS2-f8-fast-14,49 ,5.60E-03,2.53E-03,2.56E-03,4.27E-04,4.91E-05
-1,2048,2048,8192,OS2-f8-fast-15,46 ,6.00E-03,2.71E-03,2.75E-03,4.58E-04,4.92E-05
-1,2048,2048,8192,OS2-f8-fast-16,43 ,6.44E-03,2.94E-03,2.93E-03,4.86E-04,5.32E-05
-1,2048,2048,8192,OS2-f8-accu-12,60 ,4.55E-03,1.81E-03,2.30E-03,3.73E-04,4.71E-05
-1,2048,2048,8192,OS2-f8-accu-13,53 ,5.20E-03,2.29E-03,2.43E-03,4.01E-04,4.71E-05
-1,2048,2048,8192,OS2-f8-accu-14,50 ,5.54E-03,2.46E-03,2.59E-03,4.29E-04,4.92E-05
-1,2048,2048,8192,OS2-f8-accu-15,46 ,5.93E-03,2.63E-03,2.76E-03,4.60E-04,5.12E-05
-1,2048,2048,8192,OS2-f8-accu-16,44 ,6.26E-03,2.77E-03,2.92E-03,4.86E-04,5.32E-05
-1,2048,2048,8192,OS1-7,73 ,3.76E-03,,,,
-1,2048,2048,8192,OS1-11,36 ,7.56E-03,,,,
-1,2048,2048,8192,ZGEMM,39 ,7.07E-03,,,,
-1,2048,2048,8192,ZGEMM3m,46 ,5.96E-03,,,,
-1,2048,2048,16384,OS2-i8-fast-12,165 ,3.33E-03,1.53E-03,1.59E-03,1.45E-04,4.30E-05
-1,2048,2048,16384,OS2-i8-fast-13,154 ,3.57E-03,1.63E-03,1.72E-03,1.57E-04,4.51E-05
-1,2048,2048,16384,OS2-i8-fast-14,144 ,3.81E-03,1.71E-03,1.86E-03,1.68E-04,4.71E-05
-1,2048,2048,16384,OS2-i8-fast-15,135 ,4.06E-03,1.82E-03,1.98E-03,1.81E-04,4.92E-05
-1,2048,2048,16384,OS2-i8-fast-16,116 ,4.74E-03,2.36E-03,2.10E-03,1.93E-04,5.12E-05
-1,2048,2048,16384,OS2-i8-accu-12,154 ,3.57E-03,1.75E-03,1.60E-03,1.48E-04,4.30E-05
-1,2048,2048,16384,OS2-i8-accu-13,144 ,3.81E-03,1.84E-03,1.75E-03,1.58E-04,4.51E-05
-1,2048,2048,16384,OS2-i8-accu-14,134 ,4.10E-03,1.95E-03,1.91E-03,1.70E-04,4.91E-05
-1,2048,2048,16384,OS2-i8-accu-15,128 ,4.29E-03,2.02E-03,2.01E-03,1.83E-04,4.92E-05
-1,2048,2048,16384,OS2-i8-accu-16,112 ,4.90E-03,2.52E-03,2.10E-03,1.94E-04,5.12E-05
-1,2048,2048,16384,OS2-f8-fast-12,65 ,8.46E-03,3.72E-03,4.29E-03,3.64E-04,4.50E-05
-1,2048,2048,16384,OS2-f8-fast-13,55 ,9.94E-03,4.78E-03,4.66E-03,3.96E-04,4.71E-05
-1,2048,2048,16384,OS2-f8-fast-14,52 ,1.05E-02,5.10E-03,4.91E-03,4.25E-04,4.92E-05
-1,2048,2048,16384,OS2-f8-fast-15,48 ,1.14E-02,5.57E-03,5.29E-03,4.57E-04,5.12E-05
-1,2048,2048,16384,OS2-f8-fast-16,45 ,1.22E-02,5.96E-03,5.63E-03,4.84E-04,5.32E-05
-1,2048,2048,16384,OS2-f8-accu-12,66 ,8.36E-03,3.54E-03,4.39E-03,3.67E-04,4.71E-05
-1,2048,2048,16384,OS2-f8-accu-13,57 ,9.70E-03,4.57E-03,4.67E-03,3.97E-04,4.71E-05
-1,2048,2048,16384,OS2-f8-accu-14,54 ,1.02E-02,4.74E-03,4.94E-03,4.26E-04,4.92E-05
-1,2048,2048,16384,OS2-f8-accu-15,50 ,1.10E-02,5.19E-03,5.29E-03,4.58E-04,5.12E-05
-1,2048,2048,16384,OS2-f8-accu-16,47 ,1.17E-02,5.53E-03,5.62E-03,4.85E-04,5.32E-05
-1,2048,2048,16384,OS1-7,79 ,6.99E-03,,,,
-1,2048,2048,16384,OS1-11,39 ,1.42E-02,,,,
-1,2048,2048,16384,ZGEMM,40 ,1.39E-02,,,,
-1,2048,2048,16384,ZGEMM3m,47 ,1.18E-02,,,,
-1,2048,2048,32768,OS2-i8-fast-12,176 ,6.24E-03,3.05E-03,2.98E-03,1.47E-04,4.30E-05
-1,2048,2048,32768,OS2-i8-fast-13,165 ,6.66E-03,3.23E-03,3.21E-03,1.57E-04,4.51E-05
-1,2048,2048,32768,OS2-i8-fast-14,153 ,7.17E-03,3.42E-03,3.50E-03,1.68E-04,4.71E-05
-1,2048,2048,32768,OS2-i8-fast-15,144 ,7.63E-03,3.65E-03,3.73E-03,1.81E-04,5.12E-05
-1,2048,2048,32768,OS2-i8-fast-16,124 ,8.87E-03,4.70E-03,3.91E-03,1.91E-04,5.12E-05
-1,2048,2048,32768,OS2-i8-accu-12,166 ,6.64E-03,3.43E-03,3.00E-03,1.48E-04,4.30E-05
-1,2048,2048,32768,OS2-i8-accu-13,154 ,7.16E-03,3.64E-03,3.28E-03,1.59E-04,4.71E-05
-1,2048,2048,32768,OS2-i8-accu-14,143 ,7.67E-03,3.87E-03,3.55E-03,1.70E-04,4.92E-05
-1,2048,2048,32768,OS2-i8-accu-15,136 ,8.07E-03,4.02E-03,3.79E-03,1.82E-04,5.12E-05
-1,2048,2048,32768,OS2-i8-accu-16,120 ,9.14E-03,4.95E-03,3.92E-03,1.91E-04,5.12E-05
-1,2048,2048,32768,OS2-f8-fast-12,68 ,1.62E-02,7.61E-03,8.16E-03,3.64E-04,4.51E-05
-1,2048,2048,32768,OS2-f8-fast-13,55 ,2.00E-02,1.06E-02,8.95E-03,4.01E-04,4.92E-05
-1,2048,2048,32768,OS2-f8-fast-14,54 ,2.04E-02,1.04E-02,9.48E-03,4.26E-04,4.71E-05
-1,2048,2048,32768,OS2-f8-fast-15,50 ,2.20E-02,1.13E-02,1.02E-02,4.58E-04,5.12E-05
-1,2048,2048,32768,OS2-f8-fast-16,47 ,2.34E-02,1.20E-02,1.08E-02,4.84E-04,5.32E-05
-1,2048,2048,32768,OS2-f8-accu-12,68 ,1.61E-02,7.32E-03,8.33E-03,3.69E-04,4.71E-05
-1,2048,2048,32768,OS2-f8-accu-13,56 ,1.98E-02,1.02E-02,9.07E-03,4.04E-04,4.92E-05
-1,2048,2048,32768,OS2-f8-accu-14,55 ,2.00E-02,9.96E-03,9.47E-03,4.27E-04,4.92E-05
-1,2048,2048,32768,OS2-f8-accu-15,52 ,2.10E-02,1.03E-02,1.01E-02,4.57E-04,5.12E-05
-1,2048,2048,32768,OS2-f8-accu-16,49 ,2.25E-02,1.11E-02,1.08E-02,4.87E-04,5.32E-05
-1,2048,2048,32768,OS1-7,78 ,1.42E-02,,,,
-1,2048,2048,32768,OS1-11,38 ,2.90E-02,,,,
-1,2048,2048,32768,ZGEMM,40 ,2.78E-02,,,,
-1,2048,2048,32768,ZGEMM3m,47 ,2.34E-02,,,,
-1,2048,2048,65536,OS2-i8-fast-12,183 ,1.20E-02,6.05E-03,5.68E-03,1.47E-04,4.30E-05
-1,2048,2048,65536,OS2-i8-fast-13,169 ,1.30E-02,6.49E-03,6.25E-03,1.57E-04,4.71E-05
-1,2048,2048,65536,OS2-i8-fast-14,158 ,1.39E-02,6.87E-03,6.76E-03,1.68E-04,4.92E-05
-1,2048,2048,65536,OS2-i8-fast-15,147 ,1.49E-02,7.41E-03,7.24E-03,1.82E-04,5.12E-05
-1,2048,2048,65536,OS2-i8-fast-16,128 ,1.72E-02,9.34E-03,7.54E-03,1.90E-04,5.12E-05
-1,2048,2048,65536,OS2-i8-accu-12,169 ,1.30E-02,7.02E-03,5.85E-03,1.50E-04,4.51E-05
-1,2048,2048,65536,OS2-i8-accu-13,157 ,1.40E-02,7.37E-03,6.38E-03,1.60E-04,4.91E-05
-1,2048,2048,65536,OS2-i8-accu-14,149 ,1.48E-02,7.69E-03,6.78E-03,1.69E-04,4.92E-05
-1,2048,2048,65536,OS2-i8-accu-15,138 ,1.60E-02,8.26E-03,7.37E-03,1.84E-04,5.32E-05
-1,2048,2048,65536,OS2-i8-accu-16,124 ,1.78E-02,9.88E-03,7.61E-03,1.91E-04,5.33E-05
-1,2048,2048,65536,OS2-f8-fast-12,69 ,3.20E-02,1.55E-02,1.61E-02,3.67E-04,4.51E-05
-1,2048,2048,65536,OS2-f8-fast-13,57 ,3.85E-02,2.08E-02,1.74E-02,3.97E-04,4.71E-05
-1,2048,2048,65536,OS2-f8-fast-14,53 ,4.12E-02,2.19E-02,1.87E-02,4.27E-04,4.92E-05
-1,2048,2048,65536,OS2-f8-fast-15,48 ,4.56E-02,2.48E-02,2.01E-02,4.57E-04,5.12E-05
-1,2048,2048,65536,OS2-f8-fast-16,44 ,4.96E-02,2.70E-02,2.15E-02,4.85E-04,5.32E-05
-1,2048,2048,65536,OS2-f8-accu-12,69 ,3.16E-02,1.46E-02,1.64E-02,3.72E-04,4.71E-05
-1,2048,2048,65536,OS2-f8-accu-13,60 ,3.67E-02,1.89E-02,1.75E-02,4.00E-04,4.71E-05
-1,2048,2048,65536,OS2-f8-accu-14,55 ,4.00E-02,2.09E-02,1.86E-02,4.26E-04,4.92E-05
-1,2048,2048,65536,OS2-f8-accu-15,51 ,4.33E-02,2.25E-02,2.00E-02,4.59E-04,5.12E-05
-1,2048,2048,65536,OS2-f8-accu-16,47 ,4.71E-02,2.51E-02,2.15E-02,4.86E-04,5.32E-05
-1,2048,2048,65536,OS1-7,77 ,2.84E-02,,,,
-1,2048,2048,65536,OS1-11,37 ,5.90E-02,,,,
-1,2048,2048,65536,ZGEMM,40 ,5.55E-02,,,,
-1,2048,2048,65536,ZGEMM3m,47 ,4.67E-02,,,,
-1,4096,4096,1024,OS2-i8-fast-12,86 ,1.60E-03,2.25E-04,7.29E-04,4.72E-04,1.54E-04
-1,4096,4096,1024,OS2-i8-fast-13,79 ,1.73E-03,2.37E-04,7.97E-04,5.12E-04,1.62E-04
-1,4096,4096,1024,OS2-i8-fast-14,75 ,1.83E-03,2.48E-04,8.37E-04,5.54E-04,1.68E-04
-1,4096,4096,1024,OS2-i8-fast-15,71 ,1.93E-03,2.60E-04,8.79E-04,5.87E-04,1.78E-04
-1,4096,4096,1024,OS2-i8-fast-16,65 ,2.11E-03,3.18E-04,9.50E-04,6.25E-04,1.86E-04
-1,4096,4096,1024,OS2-i8-accu-12,78 ,1.76E-03,3.86E-04,7.27E-04,4.71E-04,1.54E-04
-1,4096,4096,1024,OS2-i8-accu-13,73 ,1.89E-03,3.96E-04,7.94E-04,5.12E-04,1.62E-04
-1,4096,4096,1024,OS2-i8-accu-14,69 ,1.99E-03,4.07E-04,8.34E-04,5.53E-04,1.68E-04
-1,4096,4096,1024,OS2-i8-accu-15,66 ,2.09E-03,4.20E-04,8.76E-04,5.86E-04,1.78E-04
-1,4096,4096,1024,OS2-i8-accu-16,60 ,2.28E-03,4.91E-04,9.45E-04,6.26E-04,1.87E-04
-1,4096,4096,1024,OS2-f8-fast-12,37 ,3.67E-03,4.89E-04,1.72E-03,1.27E-03,1.60E-04
-1,4096,4096,1024,OS2-f8-fast-13,34 ,4.04E-03,6.29E-04,1.85E-03,1.37E-03,1.68E-04
-1,4096,4096,1024,OS2-f8-fast-14,32 ,4.34E-03,6.71E-04,1.99E-03,1.48E-03,1.74E-04
-1,4096,4096,1024,OS2-f8-fast-15,30 ,4.62E-03,7.22E-04,2.11E-03,1.57E-03,1.82E-04
-1,4096,4096,1024,OS2-f8-fast-16,28 ,4.93E-03,7.72E-04,2.26E-03,1.68E-03,1.93E-04
-1,4096,4096,1024,OS2-f8-accu-12,37 ,3.75E-03,5.76E-04,1.71E-03,1.27E-03,1.60E-04
-1,4096,4096,1024,OS2-f8-accu-13,33 ,4.12E-03,7.18E-04,1.84E-03,1.37E-03,1.68E-04
-1,4096,4096,1024,OS2-f8-accu-14,31 ,4.42E-03,7.56E-04,1.98E-03,1.48E-03,1.74E-04
-1,4096,4096,1024,OS2-f8-accu-15,29 ,4.70E-03,8.04E-04,2.11E-03,1.57E-03,1.81E-04
-1,4096,4096,1024,OS2-f8-accu-16,27 ,5.01E-03,8.48E-04,2.25E-03,1.68E-03,1.93E-04
-1,4096,4096,1024,OS1-7,72 ,1.90E-03,,,,
-1,4096,4096,1024,OS1-11,39 ,3.57E-03,,,,
-1,4096,4096,1024,ZGEMM,39 ,3.54E-03,,,,
-1,4096,4096,1024,ZGEMM3m,46 ,2.98E-03,,,,
-1,4096,4096,2048,OS2-i8-fast-12,132 ,2.08E-03,4.06E-04,1.02E-03,4.72E-04,1.54E-04
-1,4096,4096,2048,OS2-i8-fast-13,123 ,2.24E-03,4.28E-04,1.11E-03,5.11E-04,1.63E-04
-1,4096,4096,2048,OS2-i8-fast-14,116 ,2.37E-03,4.50E-04,1.17E-03,5.50E-04,1.68E-04
-1,4096,4096,2048,OS2-i8-fast-15,111 ,2.49E-03,4.73E-04,1.22E-03,5.85E-04,1.78E-04
-1,4096,4096,2048,OS2-i8-fast-16,100 ,2.75E-03,5.96E-04,1.32E-03,6.24E-04,1.86E-04
-1,4096,4096,2048,OS2-i8-accu-12,122 ,2.25E-03,5.95E-04,1.00E-03,4.73E-04,1.53E-04
-1,4096,4096,2048,OS2-i8-accu-13,114 ,2.41E-03,6.17E-04,1.09E-03,5.11E-04,1.62E-04
-1,4096,4096,2048,OS2-i8-accu-14,108 ,2.54E-03,6.37E-04,1.15E-03,5.50E-04,1.68E-04
-1,4096,4096,2048,OS2-i8-accu-15,103 ,2.67E-03,6.62E-04,1.22E-03,5.84E-04,1.78E-04
-1,4096,4096,2048,OS2-i8-accu-16,93 ,2.95E-03,7.97E-04,1.31E-03,6.25E-04,1.86E-04
-1,4096,4096,2048,OS2-f8-fast-12,55 ,5.00E-03,9.70E-04,2.56E-03,1.27E-03,1.64E-04
-1,4096,4096,2048,OS2-f8-fast-13,49 ,5.56E-03,1.26E-03,2.73E-03,1.37E-03,1.70E-04
-1,4096,4096,2048,OS2-f8-fast-14,46 ,5.99E-03,1.36E-03,2.96E-03,1.48E-03,1.78E-04
-1,4096,4096,2048,OS2-f8-fast-15,43 ,6.42E-03,1.47E-03,3.16E-03,1.57E-03,1.85E-04
-1,4096,4096,2048,OS2-f8-fast-16,40 ,6.79E-03,1.55E-03,3.34E-03,1.68E-03,1.95E-04
-1,4096,4096,2048,OS2-f8-accu-12,54 ,5.13E-03,1.07E-03,2.60E-03,1.28E-03,1.66E-04
-1,4096,4096,2048,OS2-f8-accu-13,48 ,5.68E-03,1.36E-03,2.76E-03,1.37E-03,1.72E-04
-1,4096,4096,2048,OS2-f8-accu-14,45 ,6.10E-03,1.44E-03,2.97E-03,1.48E-03,1.80E-04
-1,4096,4096,2048,OS2-f8-accu-15,43 ,6.45E-03,1.53E-03,3.14E-03,1.57E-03,1.85E-04
-1,4096,4096,2048,OS2-f8-accu-16,40 ,6.81E-03,1.58E-03,3.33E-03,1.68E-03,1.95E-04
-1,4096,4096,2048,OS1-7,81 ,3.38E-03,,,,
-1,4096,4096,2048,OS1-11,41 ,6.73E-03,,,,
-1,4096,4096,2048,ZGEMM,39 ,7.02E-03,,,,
-1,4096,4096,2048,ZGEMM3m,47 ,5.90E-03,,,,
-1,4096,4096,4096,OS2-i8-fast-12,173 ,3.18E-03,8.07E-04,1.72E-03,4.70E-04,1.62E-04
-1,4096,4096,4096,OS2-i8-fast-13,163 ,3.37E-03,8.35E-04,1.84E-03,5.09E-04,1.66E-04
-1,4096,4096,4096,OS2-i8-fast-14,152 ,3.61E-03,8.92E-04,1.96E-03,5.50E-04,1.76E-04
-1,4096,4096,4096,OS2-i8-fast-15,143 ,3.84E-03,9.42E-04,2.10E-03,5.85E-04,1.86E-04
-1,4096,4096,4096,OS2-i8-fast-16,130 ,4.24E-03,1.18E-03,2.22E-03,6.19E-04,1.91E-04
-1,4096,4096,4096,OS2-i8-accu-12,162 ,3.39E-03,1.05E-03,1.68E-03,4.71E-04,1.58E-04
-1,4096,4096,4096,OS2-i8-accu-13,152 ,3.62E-03,1.09E-03,1.83E-03,5.10E-04,1.65E-04
-1,4096,4096,4096,OS2-i8-accu-14,143 ,3.83E-03,1.14E-03,1.94E-03,5.48E-04,1.74E-04
-1,4096,4096,4096,OS2-i8-accu-15,134 ,4.11E-03,1.22E-03,2.09E-03,5.84E-04,1.88E-04
-1,4096,4096,4096,OS2-i8-accu-16,122 ,4.51E-03,1.46E-03,2.21E-03,6.21E-04,1.90E-04
-1,4096,4096,4096,OS2-f8-fast-12,68 ,8.04E-03,2.11E-03,4.48E-03,1.25E-03,1.72E-04
-1,4096,4096,4096,OS2-f8-fast-13,61 ,8.99E-03,2.70E-03,4.74E-03,1.35E-03,1.76E-04
-1,4096,4096,4096,OS2-f8-fast-14,56 ,9.88E-03,3.00E-03,5.19E-03,1.46E-03,1.88E-04
-1,4096,4096,4096,OS2-f8-fast-15,53 ,1.04E-02,3.13E-03,5.47E-03,1.55E-03,1.93E-04
-1,4096,4096,4096,OS2-f8-fast-16,50 ,1.11E-02,3.39E-03,5.82E-03,1.66E-03,2.03E-04
-1,4096,4096,4096,OS2-f8-accu-12,68 ,8.12E-03,2.15E-03,4.51E-03,1.25E-03,1.74E-04
-1,4096,4096,4096,OS2-f8-accu-13,60 ,9.15E-03,2.80E-03,4.80E-03,1.35E-03,1.80E-04
-1,4096,4096,4096,OS2-f8-accu-14,56 ,9.90E-03,3.05E-03,5.18E-03,1.46E-03,1.88E-04
-1,4096,4096,4096,OS2-f8-accu-15,54 ,1.03E-02,3.10E-03,5.39E-03,1.55E-03,1.90E-04
-1,4096,4096,4096,OS2-f8-accu-16,49 ,1.11E-02,3.45E-03,5.81E-03,1.66E-03,2.04E-04
-1,4096,4096,4096,OS1-7,84 ,6.54E-03,,,,
-1,4096,4096,4096,OS1-11,41 ,1.33E-02,,,,
-1,4096,4096,4096,ZGEMM,39 ,1.40E-02,,,,
-1,4096,4096,4096,ZGEMM3m,47 ,1.17E-02,,,,
-1,4096,4096,8192,OS2-i8-fast-12,203 ,5.42E-03,1.60E-03,3.16E-03,4.63E-04,1.66E-04
-1,4096,4096,8192,OS2-i8-fast-13,187 ,5.87E-03,1.71E-03,3.46E-03,5.01E-04,1.74E-04
-1,4096,4096,8192,OS2-i8-fast-14,176 ,6.26E-03,1.83E-03,3.68E-03,5.38E-04,1.84E-04
-1,4096,4096,8192,OS2-i8-fast-15,166 ,6.64E-03,1.92E-03,3.93E-03,5.72E-04,1.93E-04
-1,4096,4096,8192,OS2-i8-fast-16,148 ,7.42E-03,2.47E-03,4.13E-03,6.09E-04,1.99E-04
-1,4096,4096,8192,OS2-i8-accu-12,187 ,5.88E-03,2.06E-03,3.17E-03,4.61E-04,1.66E-04
-1,4096,4096,8192,OS2-i8-accu-13,175 ,6.30E-03,2.15E-03,3.45E-03,5.01E-04,1.74E-04
-1,4096,4096,8192,OS2-i8-accu-14,165 ,6.65E-03,2.24E-03,3.65E-03,5.38E-04,1.82E-04
-1,4096,4096,8192,OS2-i8-accu-15,154 ,7.13E-03,2.38E-03,3.95E-03,5.73E-04,1.97E-04
-1,4096,4096,8192,OS2-i8-accu-16,141 ,7.83E-03,2.88E-03,4.12E-03,6.09E-04,1.99E-04
-1,4096,4096,8192,OS2-f8-fast-12,77 ,1.43E-02,4.32E-03,8.51E-03,1.22E-03,1.76E-04
-1,4096,4096,8192,OS2-f8-fast-13,68 ,1.61E-02,5.55E-03,9.05E-03,1.32E-03,1.82E-04
-1,4096,4096,8192,OS2-f8-fast-14,63 ,1.73E-02,5.98E-03,9.74E-03,1.42E-03,1.89E-04
-1,4096,4096,8192,OS2-f8-fast-15,58 ,1.90E-02,6.80E-03,1.05E-02,1.52E-03,2.00E-04
-1,4096,4096,8192,OS2-f8-fast-16,55 ,2.00E-02,7.04E-03,1.11E-02,1.62E-03,2.05E-04
-1,4096,4096,8192,OS2-f8-accu-12,75 ,1.47E-02,4.49E-03,8.79E-03,1.23E-03,1.82E-04
-1,4096,4096,8192,OS2-f8-accu-13,68 ,1.63E-02,5.66E-03,9.10E-03,1.32E-03,1.86E-04
-1,4096,4096,8192,OS2-f8-accu-14,62 ,1.78E-02,6.24E-03,9.86E-03,1.42E-03,1.97E-04
-1,4096,4096,8192,OS2-f8-accu-15,58 ,1.89E-02,6.67E-03,1.04E-02,1.52E-03,1.99E-04
-1,4096,4096,8192,OS2-f8-accu-16,55 ,1.99E-02,6.90E-03,1.11E-02,1.62E-03,2.05E-04
-1,4096,4096,8192,OS1-7,84 ,1.30E-02,,,,
-1,4096,4096,8192,OS1-11,39 ,2.79E-02,,,,
-1,4096,4096,8192,ZGEMM,40 ,2.77E-02,,,,
-1,4096,4096,8192,ZGEMM3m,47 ,2.34E-02,,,,
-1,4096,4096,16384,OS2-i8-fast-12,220 ,1.00E-02,3.28E-03,6.07E-03,4.55E-04,1.70E-04
-1,4096,4096,16384,OS2-i8-fast-13,200 ,1.10E-02,3.58E-03,6.70E-03,4.95E-04,1.84E-04
-1,4096,4096,16384,OS2-i8-fast-14,187 ,1.17E-02,3.82E-03,7.15E-03,5.30E-04,1.99E-04
-1,4096,4096,16384,OS2-i8-fast-15,175 ,1.25E-02,4.10E-03,7.68E-03,5.64E-04,2.09E-04
-1,4096,4096,16384,OS2-i8-fast-16,157 ,1.40E-02,5.11E-03,8.05E-03,6.01E-04,2.05E-04
-1,4096,4096,16384,OS2-i8-accu-12,201 ,1.09E-02,4.14E-03,6.13E-03,4.56E-04,1.74E-04
-1,4096,4096,16384,OS2-i8-accu-13,186 ,1.18E-02,4.37E-03,6.75E-03,4.97E-04,1.84E-04
-1,4096,4096,16384,OS2-i8-accu-14,175 ,1.25E-02,4.65E-03,7.17E-03,5.31E-04,1.99E-04
-1,4096,4096,16384,OS2-i8-accu-15,165 ,1.33E-02,4.82E-03,7.67E-03,5.63E-04,2.05E-04
-1,4096,4096,16384,OS2-i8-accu-16,150 ,1.47E-02,5.79E-03,8.05E-03,6.00E-04,2.05E-04
-1,4096,4096,16384,OS2-f8-fast-12,81 ,2.70E-02,8.37E-03,1.73E-02,1.20E-03,1.68E-04
-1,4096,4096,16384,OS2-f8-fast-13,73 ,3.02E-02,1.02E-02,1.82E-02,1.29E-03,1.70E-04
-1,4096,4096,16384,OS2-f8-fast-14,67 ,3.28E-02,1.12E-02,1.97E-02,1.39E-03,1.76E-04
-1,4096,4096,16384,OS2-f8-fast-15,63 ,3.51E-02,1.24E-02,2.12E-02,1.48E-03,1.86E-04
-1,4096,4096,16384,OS2-f8-fast-16,58 ,3.79E-02,1.35E-02,2.26E-02,1.58E-03,1.95E-04
-1,4096,4096,16384,OS2-f8-accu-12,80 ,2.75E-02,8.14E-03,1.80E-02,1.20E-03,1.74E-04
-1,4096,4096,16384,OS2-f8-accu-13,72 ,3.07E-02,1.05E-02,1.88E-02,1.29E-03,1.76E-04
-1,4096,4096,16384,OS2-f8-accu-14,66 ,3.31E-02,1.12E-02,2.03E-02,1.40E-03,1.80E-04
-1,4096,4096,16384,OS2-f8-accu-15,62 ,3.53E-02,1.20E-02,2.15E-02,1.48E-03,1.86E-04
-1,4096,4096,16384,OS2-f8-accu-16,59 ,3.76E-02,1.30E-02,2.27E-02,1.58E-03,1.95E-04
-1,4096,4096,16384,OS1-7,86 ,2.56E-02,,,,
-1,4096,4096,16384,OS1-11,40 ,5.50E-02,,,,
-1,4096,4096,16384,ZGEMM,40 ,5.54E-02,,,,
-1,4096,4096,16384,ZGEMM3m,47 ,4.67E-02,,,,
-1,4096,4096,32768,OS2-i8-fast-12,220 ,2.00E-02,7.10E-03,1.22E-02,4.55E-04,1.86E-04
-1,4096,4096,32768,OS2-i8-fast-13,220 ,2.00E-02,6.73E-03,1.26E-02,4.77E-04,1.74E-04
-1,4096,4096,32768,OS2-i8-fast-14,198 ,2.22E-02,7.79E-03,1.39E-02,5.20E-04,2.01E-04
-1,4096,4096,32768,OS2-i8-fast-15,184 ,2.39E-02,8.37E-03,1.49E-02,5.58E-04,2.13E-04
-1,4096,4096,32768,OS2-i8-fast-16,166 ,2.64E-02,1.01E-02,1.55E-02,5.87E-04,2.04E-04
-1,4096,4096,32768,OS2-i8-accu-12,220 ,2.00E-02,7.78E-03,1.15E-02,4.42E-04,1.66E-04
-1,4096,4096,32768,OS2-i8-accu-13,197 ,2.23E-02,8.57E-03,1.31E-02,4.86E-04,1.86E-04
-1,4096,4096,32768,OS2-i8-accu-14,184 ,2.39E-02,9.28E-03,1.39E-02,5.24E-04,2.03E-04
-1,4096,4096,32768,OS2-i8-accu-15,173 ,2.54E-02,9.74E-03,1.49E-02,5.60E-04,2.13E-04
-1,4096,4096,32768,OS2-i8-accu-16,158 ,2.78E-02,1.14E-02,1.56E-02,5.91E-04,2.06E-04
-1,4096,4096,32768,OS2-f8-fast-12,82 ,5.37E-02,1.90E-02,3.32E-02,1.18E-03,1.76E-04
-1,4096,4096,32768,OS2-f8-fast-13,72 ,6.10E-02,2.40E-02,3.56E-02,1.27E-03,1.86E-04
-1,4096,4096,32768,OS2-f8-fast-14,66 ,6.66E-02,2.66E-02,3.85E-02,1.37E-03,1.95E-04
-1,4096,4096,32768,OS2-f8-fast-15,61 ,7.19E-02,2.90E-02,4.11E-02,1.46E-03,2.03E-04
-1,4096,4096,32768,OS2-f8-fast-16,57 ,7.66E-02,3.12E-02,4.36E-02,1.56E-03,2.13E-04
-1,4096,4096,32768,OS2-f8-accu-12,82 ,5.37E-02,1.83E-02,3.41E-02,1.19E-03,1.80E-04
-1,4096,4096,32768,OS2-f8-accu-13,72 ,6.11E-02,2.39E-02,3.57E-02,1.28E-03,1.86E-04
-1,4096,4096,32768,OS2-f8-accu-14,67 ,6.61E-02,2.62E-02,3.84E-02,1.37E-03,1.95E-04
-1,4096,4096,32768,OS2-f8-accu-15,62 ,7.07E-02,2.79E-02,4.11E-02,1.47E-03,2.03E-04
-1,4096,4096,32768,OS2-f8-accu-16,59 ,7.48E-02,2.91E-02,4.40E-02,1.56E-03,2.14E-04
-1,4096,4096,32768,OS1-7,85 ,5.17E-02,,,,
-1,4096,4096,32768,OS1-11,39 ,1.12E-01,,,,
