phi,m,n,k,function,relerr_max,relerr_med,TFLOPS,total_time [sec],conv_64f_2_8i,cublasGemmEx,conv_32i_2_8u,inverse_scaling
5.00E-01,1024,1024,1024,OS2-fast-18,1.15E-15,4.54E-17,3.20E+00,6.70E-04,7.20E-05,3.74E-04,1.73E-04,2.26E-05
5.00E-01,1024,1024,1024,OS2-fast-19,2.18E-16,4.54E-17,3.02E+00,7.11E-04,8.20E-05,3.95E-04,1.82E-04,2.33E-05
5.00E-01,1024,1024,1024,OS2-fast-20,2.19E-16,4.55E-17,2.88E+00,7.46E-04,8.52E-05,4.17E-04,1.91E-04,2.35E-05
5.00E-01,1024,1024,1024,OS2-accu-2,1.42E+05,1.98E-01,1.23E+01,1.75E-04,7.00E-05,4.16E-05,1.91E-05,1.43E-05
5.00E-01,1024,1024,1024,OS2-accu-3,1.62E+04,1.32E-02,1.04E+01,2.06E-04,6.97E-05,6.24E-05,2.86E-05,1.53E-05
5.00E-01,1024,1024,1024,OS2-accu-4,9.26E+02,8.30E-04,9.07E+00,2.37E-04,7.03E-05,8.32E-05,3.82E-05,1.51E-05
5.00E-01,1024,1024,1024,OS2-accu-5,1.32E+01,5.19E-05,7.97E+00,2.70E-04,7.27E-05,1.04E-04,4.75E-05,1.59E-05
5.00E-01,1024,1024,1024,OS2-accu-6,3.17E+00,3.25E-06,7.11E+00,3.02E-04,7.40E-05,1.24E-04,5.73E-05,1.64E-05
5.00E-01,1024,1024,1024,OS2-accu-7,2.24E-01,2.11E-07,6.42E+00,3.34E-04,7.41E-05,1.46E-04,6.72E-05,1.73E-05
5.00E-01,1024,1024,1024,OS2-accu-8,1.35E-02,1.96E-08,5.90E+00,3.64E-04,7.42E-05,1.66E-04,7.71E-05,1.68E-05
5.00E-01,1024,1024,1024,OS2-accu-9,3.91E-04,1.24E-09,5.42E+00,3.96E-04,7.52E-05,1.87E-04,8.63E-05,1.81E-05
5.00E-01,1024,1024,1024,OS2-accu-10,5.08E-05,7.71E-11,5.09E+00,4.22E-04,7.71E-05,2.04E-04,9.28E-05,1.84E-05
5.00E-01,1024,1024,1024,OS2-accu-11,7.83E-06,4.82E-12,4.66E+00,4.61E-04,7.86E-05,2.27E-04,1.06E-04,1.94E-05
5.00E-01,1024,1024,1024,OS2-accu-12,4.35E-07,3.05E-13,4.36E+00,4.93E-04,7.98E-05,2.48E-04,1.15E-04,1.94E-05
5.00E-01,1024,1024,1024,OS2-accu-13,1.70E-08,2.40E-14,4.01E+00,5.35E-04,9.11E-05,2.69E-04,1.24E-04,2.07E-05
5.00E-01,1024,1024,1024,OS2-accu-14,1.13E-09,1.39E-15,3.78E+00,5.68E-04,9.60E-05,2.89E-04,1.33E-04,2.09E-05
5.00E-01,1024,1024,1024,OS2-accu-15,6.40E-11,7.09E-17,3.54E+00,6.07E-04,1.01E-04,3.11E-04,1.44E-04,2.19E-05
5.00E-01,1024,1024,1024,OS2-accu-16,1.46E-12,4.61E-17,3.37E+00,6.38E-04,1.03E-04,3.31E-04,1.53E-04,2.07E-05
5.00E-01,1024,1024,1024,OS2-accu-17,4.22E-14,4.54E-17,3.18E+00,6.75E-04,1.08E-04,3.53E-04,1.63E-04,2.19E-05
5.00E-01,1024,1024,1024,OS2-accu-18,5.39E-16,4.55E-17,3.03E+00,7.10E-04,1.13E-04,3.73E-04,1.72E-04,2.24E-05
5.00E-01,1024,1024,1024,OS2-accu-19,2.19E-16,4.54E-17,2.86E+00,7.51E-04,1.22E-04,3.94E-04,1.83E-04,2.33E-05
5.00E-01,1024,1024,1024,OS2-accu-20,2.21E-16,4.54E-17,2.74E+00,7.85E-04,1.25E-04,4.15E-04,1.93E-04,2.34E-05
5.00E-01,2048,2048,2048,INT8-GEMM,,,7.25E+02,2.37E-05,,,,
5.00E-01,2048,2048,2048,DGEMM,3.80E-09,1.24E-15,3.42E+01,5.03E-04,,,,
5.00E-01,2048,2048,2048,OS2-fast-2,1.11E+06,7.11E-01,7.79E+01,2.21E-04,9.07E-05,4.80E-05,2.26E-05,2.96E-05
5.00E-01,2048,2048,2048,OS2-fast-3,5.40E+04,6.09E-02,6.51E+01,2.64E-04,9.38E-05,7.28E-05,3.48E-05,3.21E-05
5.00E-01,2048,2048,2048,OS2-fast-4,1.43E+04,3.88E-03,5.68E+01,3.03E-04,9.65E-05,9.73E-05,4.67E-05,3.22E-05
5.00E-01,2048,2048,2048,OS2-fast-5,2.66E+02,2.43E-04,5.01E+01,3.43E-04,9.74E-05,1.22E-04,5.79E-05,3.56E-05
5.00E-01,2048,2048,2048,OS2-fast-6,1.68E+02,1.52E-05,4.47E+01,3.84E-04,1.00E-04,1.47E-04,7.03E-05,3.73E-05
5.00E-01,2048,2048,2048,OS2-fast-7,7.66E-01,9.49E-07,4.01E+01,4.28E-04,1.04E-04,1.71E-04,8.13E-05,4.17E-05
5.00E-01,2048,2048,2048,OS2-fast-8,2.67E-01,5.93E-08,3.69E+01,4.65E-04,1.07E-04,1.95E-04,9.33E-05,3.98E-05
5.00E-01,2048,2048,2048,OS2-fast-9,6.30E-03,3.70E-09,3.38E+01,5.09E-04,1.10E-04,2.20E-04,1.05E-04,4.49E-05
5.00E-01,2048,2048,2048,OS2-fast-10,3.53E-04,2.39E-10,3.12E+01,5.50E-04,1.14E-04,2.44E-04,1.16E-04,4.68E-05
5.00E-01,2048,2048,2048,OS2-fast-11,5.09E-05,2.80E-11,2.90E+01,5.93E-04,1.16E-04,2.67E-04,1.28E-04,5.20E-05
5.00E-01,2048,2048,2048,OS2-fast-12,1.40E-06,1.81E-12,2.72E+01,6.32E-04,1.21E-04,2.92E-04,1.40E-04,5.01E-05
5.00E-01,2048,2048,2048,OS2-fast-13,5.69E-08,1.13E-13,2.42E+01,7.11E-04,1.59E-04,3.16E-04,1.52E-04,5.49E-05
5.00E-01,2048,2048,2048,OS2-fast-14,4.95E-08,6.95E-15,2.27E+01,7.57E-04,1.67E-04,3.40E-04,1.64E-04,5.63E-05
5.00E-01,2048,2048,2048,OS2-fast-15,2.72E-09,3.39E-16,2.13E+01,8.07E-04,1.75E-04,3.65E-04,1.75E-04,6.25E-05
5.00E-01,2048,2048,2048,OS2-fast-16,1.70E-11,4.94E-17,2.03E+01,8.45E-04,1.83E-04,3.89E-04,1.87E-04,5.79E-05
5.00E-01,2048,2048,2048,OS2-fast-17,4.68E-12,4.56E-17,1.92E+01,8.95E-04,1.91E-04,4.13E-04,1.99E-04,6.41E-05
5.00E-01,2048,2048,2048,OS2-fast-18,9.59E-14,4.55E-17,1.83E+01,9.40E-04,1.99E-04,4.38E-04,2.10E-04,6.54E-05
5.00E-01,2048,2048,2048,OS2-fast-19,2.21E-16,4.55E-17,1.68E+01,1.02E-03,2.39E-04,4.61E-04,2.22E-04,7.17E-05
5.00E-01,2048,2048,2048,OS2-fast-20,2.20E-16,4.55E-17,1.61E+01,1.07E-03,2.49E-04,4.86E-04,2.33E-04,6.87E-05
5.00E-01,2048,2048,2048,OS2-accu-2,1.81E+06,2.96E-01,5.87E+01,2.93E-04,1.63E-04,4.80E-05,2.31E-05,2.92E-05
5.00E-01,2048,2048,2048,OS2-accu-3,1.14E+05,2.06E-02,5.12E+01,3.36E-04,1.66E-04,7.27E-05,3.49E-05,3.22E-05
5.00E-01,2048,2048,2048,OS2-accu-4,4.03E+03,1.30E-03,4.59E+01,3.74E-04,1.68E-04,9.70E-05,4.67E-05,3.20E-05
5.00E-01,2048,2048,2048,OS2-accu-5,1.76E+02,8.10E-05,4.10E+01,4.19E-04,1.73E-04,1.21E-04,5.87E-05,3.56E-05
5.00E-01,2048,2048,2048,OS2-accu-6,3.68E+00,5.06E-06,3.73E+01,4.61E-04,1.77E-04,1.46E-04,6.99E-05,3.76E-05
5.00E-01,2048,2048,2048,OS2-accu-7,1.17E+00,3.44E-07,3.40E+01,5.05E-04,1.82E-04,1.70E-04,8.16E-05,4.16E-05
5.00E-01,2048,2048,2048,OS2-accu-8,1.34E-01,2.95E-08,3.16E+01,5.44E-04,1.86E-04,1.94E-04,9.37E-05,3.97E-05
5.00E-01,2048,2048,2048,OS2-accu-9,5.05E-03,1.85E-09,2.92E+01,5.89E-04,1.90E-04,2.19E-04,1.05E-04,4.49E-05
5.00E-01,2048,2048,2048,OS2-accu-10,3.45E-04,1.15E-10,2.72E+01,6.31E-04,1.95E-04,2.43E-04,1.17E-04,4.68E-05
5.00E-01,2048,2048,2048,OS2-accu-11,2.75E-05,7.22E-12,2.53E+01,6.78E-04,2.00E-04,2.67E-04,1.29E-04,5.21E-05
5.00E-01,2048,2048,2048,OS2-accu-12,5.65E-06,4.52E-13,2.40E+01,7.15E-04,2.04E-04,2.91E-04,1.41E-04,5.01E-05
5.00E-01,2048,2048,2048,OS2-accu-13,7.94E-08,3.76E-14,2.17E+01,7.93E-04,2.42E-04,3.15E-04,1.52E-04,5.48E-05
5.00E-01,2048,2048,2048,OS2-accu-14,3.83E-08,2.23E-15,2.05E+01,8.39E-04,2.50E-04,3.39E-04,1.64E-04,5.65E-05
5.00E-01,2048,2048,2048,OS2-accu-15,7.28E-10,9.42E-17,1.94E+01,8.88E-04,2.57E-04,3.63E-04,1.76E-04,6.26E-05
5.00E-01,2048,2048,2048,OS2-accu-16,2.76E-11,4.68E-17,1.86E+01,9.22E-04,2.65E-04,3.85E-04,1.85E-04,5.77E-05
5.00E-01,2048,2048,2048,OS2-accu-17,6.83E-13,4.55E-17,1.76E+01,9.76E-04,2.72E-04,4.12E-04,1.99E-04,6.41E-05
5.00E-01,2048,2048,2048,OS2-accu-18,5.86E-15,4.55E-17,1.68E+01,1.02E-03,2.80E-04,4.35E-04,2.11E-04,6.52E-05
5.00E-01,2048,2048,2048,OS2-accu-19,2.19E-16,4.55E-17,1.55E+01,1.11E-03,3.22E-04,4.60E-04,2.23E-04,7.17E-05
5.00E-01,2048,2048,2048,OS2-accu-20,2.20E-16,4.55E-17,1.50E+01,1.15E-03,3.30E-04,4.84E-04,2.34E-04,6.87E-05
5.00E-01,4096,4096,4096,INT8-GEMM,,,2.37E+03,5.81E-05,,,,
5.00E-01,4096,4096,4096,DGEMM,1.72E-08,9.00E-16,3.51E+01,3.92E-03,,,,
5.00E-01,4096,4096,4096,OS2-fast-2,2.89E+06,1.00E+00,2.62E+02,5.25E-04,2.41E-04,1.16E-04,4.30E-05,9.47E-05
5.00E-01,4096,4096,4096,OS2-fast-3,3.24E+06,1.40E-01,2.14E+02,6.44E-04,2.54E-04,1.81E-04,6.47E-05,1.15E-04
5.00E-01,4096,4096,4096,OS2-fast-4,4.09E+04,9.13E-03,1.90E+02,7.23E-04,2.64E-04,2.41E-04,8.64E-05,1.02E-04
5.00E-01,4096,4096,4096,OS2-fast-5,1.05E+04,5.73E-04,1.64E+02,8.37E-04,2.74E-04,3.01E-04,1.09E-04,1.23E-04
5.00E-01,4096,4096,4096,OS2-fast-6,1.47E+02,3.58E-05,1.47E+02,9.38E-04,2.88E-04,3.61E-04,1.31E-04,1.29E-04
5.00E-01,4096,4096,4096,OS2-fast-7,2.26E+01,2.24E-06,1.30E+02,1.06E-03,3.00E-04,4.22E-04,1.53E-04,1.54E-04
5.00E-01,4096,4096,4096,OS2-fast-8,8.65E-01,1.40E-07,1.22E+02,1.13E-03,3.12E-04,4.79E-04,1.75E-04,1.34E-04
5.00E-01,4096,4096,4096,OS2-fast-9,1.51E-01,8.74E-09,1.10E+02,1.24E-03,3.21E-04,5.39E-04,1.97E-04,1.59E-04
5.00E-01,4096,4096,4096,OS2-fast-10,1.45E-02,5.46E-10,1.02E+02,1.35E-03,3.36E-04,5.99E-04,2.19E-04,1.67E-04
5.00E-01,4096,4096,4096,OS2-fast-11,3.32E-04,3.41E-11,9.35E+01,1.47E-03,3.51E-04,6.59E-04,2.41E-04,1.91E-04
5.00E-01,4096,4096,4096,OS2-fast-12,2.14E-05,2.13E-12,8.87E+01,1.55E-03,3.65E-04,7.18E-04,2.62E-04,1.75E-04
5.00E-01,4096,4096,4096,OS2-fast-13,2.84E-06,1.33E-13,7.66E+01,1.80E-03,5.04E-04,7.78E-04,2.85E-04,1.98E-04
5.00E-01,4096,4096,4096,OS2-fast-14,2.99E-07,1.03E-14,7.18E+01,1.91E-03,5.36E-04,8.37E-04,3.07E-04,2.04E-04
5.00E-01,4096,4096,4096,OS2-fast-15,2.77E-09,9.25E-16,6.70E+01,2.05E-03,5.66E-04,8.97E-04,3.28E-04,2.30E-04
5.00E-01,4096,4096,4096,OS2-fast-16,5.64E-10,5.92E-17,6.42E+01,2.14E-03,5.99E-04,9.57E-04,3.51E-04,2.05E-04
5.00E-01,4096,4096,4096,OS2-fast-17,2.67E-12,4.57E-17,6.04E+01,2.28E-03,6.28E-04,1.02E-03,3.72E-04,2.31E-04
5.00E-01,4096,4096,4096,OS2-fast-18,1.05E-13,4.55E-17,5.74E+01,2.39E-03,6.58E-04,1.08E-03,3.95E-04,2.36E-04
5.00E-01,4096,4096,4096,OS2-fast-19,3.34E-15,4.55E-17,5.16E+01,2.66E-03,8.19E-04,1.14E-03,4.17E-04,2.62E-04
5.00E-01,4096,4096,4096,OS2-fast-20,1.68E-15,4.55E-17,4.96E+01,2.77E-03,8.59E-04,1.20E-03,4.39E-04,2.44E-04
5.00E-01,4096,4096,4096,OS2-accu-2,9.02E+06,4.79E-01,1.78E+02,7.72E-04,4.86E-04,1.19E-04,4.29E-05,9.42E-05
5.00E-01,4096,4096,4096,OS2-accu-3,2.59E+05,3.60E-02,1.55E+02,8.87E-04,4.97E-04,1.81E-04,6.46E-05,1.15E-04
5.00E-01,4096,4096,4096,OS2-accu-4,1.08E+04,2.27E-03,1.42E+02,9.66E-04,5.07E-04,2.41E-04,8.66E-05,1.02E-04
5.00E-01,4096,4096,4096,OS2-accu-5,2.80E+03,1.42E-04,1.27E+02,1.09E-03,5.22E-04,3.02E-04,1.09E-04,1.23E-04
5.00E-01,4096,4096,4096,OS2-accu-6,1.13E+02,8.91E-06,1.15E+02,1.19E-03,5.39E-04,3.61E-04,1.31E-04,1.30E-04
5.00E-01,4096,4096,4096,OS2-accu-7,3.29E+00,5.59E-07,1.05E+02,1.31E-03,5.56E-04,4.22E-04,1.53E-04,1.54E-04
5.00E-01,4096,4096,4096,OS2-accu-8,2.44E-01,3.79E-08,9.88E+01,1.39E-03,5.71E-04,4.81E-04,1.75E-04,1.34E-04
5.00E-01,4096,4096,4096,OS2-accu-9,2.59E-02,2.48E-09,9.10E+01,1.51E-03,5.83E-04,5.41E-04,1.98E-04,1.59E-04
5.00E-01,4096,4096,4096,OS2-accu-10,2.65E-03,1.55E-10,8.50E+01,1.62E-03,6.00E-04,6.01E-04,2.20E-04,1.67E-04
5.00E-01,4096,4096,4096,OS2-accu-11,8.17E-05,9.67E-12,7.90E+01,1.74E-03,6.16E-04,6.60E-04,2.41E-04,1.91E-04
5.00E-01,4096,4096,4096,OS2-accu-12,7.64E-06,6.05E-13,7.55E+01,1.82E-03,6.32E-04,7.20E-04,2.63E-04,1.75E-04
5.00E-01,4096,4096,4096,OS2-accu-13,8.02E-07,6.61E-14,6.66E+01,2.07E-03,7.72E-04,7.80E-04,2.85E-04,1.98E-04
5.00E-01,4096,4096,4096,OS2-accu-14,5.55E-08,4.02E-15,6.28E+01,2.19E-03,8.05E-04,8.40E-04,3.08E-04,2.04E-04
5.00E-01,4096,4096,4096,OS2-accu-15,3.31E-09,1.75E-16,5.92E+01,2.32E-03,8.35E-04,8.98E-04,3.28E-04,2.30E-04
5.00E-01,4096,4096,4096,OS2-accu-16,1.19E-10,4.74E-17,5.70E+01,2.41E-03,8.67E-04,9.59E-04,3.51E-04,2.05E-04
5.00E-01,4096,4096,4096,OS2-accu-17,8.92E-13,4.55E-17,5.40E+01,2.55E-03,8.96E-04,1.02E-03,3.73E-04,2.31E-04
5.00E-01,4096,4096,4096,OS2-accu-18,3.00E-14,4.55E-17,5.16E+01,2.66E-03,9.27E-04,1.08E-03,3.94E-04,2.36E-04
5.00E-01,4096,4096,4096,OS2-accu-19,2.21E-16,4.55E-17,4.68E+01,2.94E-03,1.09E-03,1.14E-03,4.18E-04,2.62E-04
5.00E-01,4096,4096,4096,OS2-accu-20,2.21E-16,4.55E-17,4.52E+01,3.04E-03,1.13E-03,1.20E-03,4.40E-04,2.45E-04
5.00E-01,8192,8192,8192,INT8-GEMM,,,3.66E+03,3.00E-04,,,,
5.00E-01,8192,8192,8192,DGEMM,3.14E-08,1.58E-15,3.57E+01,3.08E-02,,,,
5.00E-01,8192,8192,8192,OS2-fast-2,1.60E+07,1.00E+00,5.93E+02,1.85E-03,7.43E-04,6.02E-04,1.34E-04,3.44E-04
5.00E-01,8192,8192,8192,OS2-fast-3,1.63E+06,1.54E-01,4.40E+02,2.50E-03,8.24E-04,1.00E-03,2.11E-04,4.35E-04
5.00E-01,8192,8192,8192,OS2-fast-4,3.67E+05,1.01E-02,3.68E+02,2.99E-03,8.83E-04,1.38E-03,2.90E-04,4.01E-04
5.00E-01,8192,8192,8192,OS2-fast-5,7.17E+04,6.35E-04,3.09E+02,3.55E-03,9.30E-04,1.74E-03,3.64E-04,4.89E-04
5.00E-01,8192,8192,8192,OS2-fast-6,1.81E+03,3.97E-05,2.65E+02,4.15E-03,1.03E-03,2.11E-03,4.43E-04,5.33E-04
5.00E-01,8192,8192,8192,OS2-fast-7,3.77E+01,2.48E-06,2.34E+02,4.71E-03,1.08E-03,2.45E-03,5.16E-04,6.24E-04
5.00E-01,8192,8192,8192,OS2-fast-8,1.83E+00,1.55E-07,2.10E+02,5.24E-03,1.19E-03,2.85E-03,6.00E-04,5.70E-04
5.00E-01,8192,8192,8192,OS2-fast-9,2.35E-01,9.69E-09,1.90E+02,5.80E-03,1.22E-03,3.19E-03,6.74E-04,6.75E-04
5.00E-01,8192,8192,8192,OS2-fast-10,3.35E-02,6.06E-10,1.71E+02,6.43E-03,1.32E-03,3.60E-03,7.59E-04,7.21E-04
5.00E-01,8192,8192,8192,OS2-fast-11,1.23E-03,7.56E-11,1.55E+02,7.09E-03,1.40E-03,3.99E-03,8.39E-04,8.23E-04
5.00E-01,8192,8192,8192,OS2-fast-12,9.15E-05,4.73E-12,1.45E+02,7.58E-03,1.49E-03,4.37E-03,9.16E-04,7.72E-04
5.00E-01,8192,8192,8192,OS2-fast-13,1.53E-05,2.96E-13,1.28E+02,8.57E-03,2.10E-03,4.61E-03,9.78E-04,8.52E-04
5.00E-01,8192,8192,8192,OS2-fast-14,9.68E-07,1.84E-14,1.19E+02,9.25E-03,2.28E-03,4.99E-03,1.06E-03,8.86E-04
5.00E-01,8192,8192,8192,OS2-fast-15,4.36E-08,1.04E-15,1.10E+02,1.00E-02,2.44E-03,5.40E-03,1.14E-03,9.94E-04
5.00E-01,8192,8192,8192,OS2-fast-16,2.17E-09,6.10E-17,1.05E+02,1.05E-02,2.60E-03,5.76E-03,1.22E-03,8.84E-04
5.00E-01,8192,8192,8192,OS2-fast-17,2.44E-11,4.61E-17,9.93E+01,1.11E-02,2.72E-03,6.03E-03,1.29E-03,9.99E-04
5.00E-01,8192,8192,8192,OS2-fast-18,3.12E-13,4.55E-17,9.38E+01,1.17E-02,2.88E-03,6.41E-03,1.37E-03,1.03E-03
5.00E-01,8192,8192,8192,OS2-fast-19,1.97E-14,4.55E-17,8.61E+01,1.28E-02,3.55E-03,6.66E-03,1.43E-03,1.11E-03
5.00E-01,8192,8192,8192,OS2-fast-20,1.14E-14,4.55E-17,8.24E+01,1.33E-02,3.75E-03,7.02E-03,1.50E-03,1.05E-03
5.00E-01,8192,8192,8192,OS2-accu-2,8.49E+06,5.30E-01,3.95E+02,2.78E-03,1.64E-03,6.31E-04,1.35E-04,3.44E-04
5.00E-01,8192,8192,8192,OS2-accu-3,8.89E+05,4.11E-02,3.25E+02,3.39E-03,1.70E-03,1.02E-03,2.12E-04,4.28E-04
5.00E-01,8192,8192,8192,OS2-accu-4,1.79E+05,2.60E-03,2.84E+02,3.87E-03,1.78E-03,1.38E-03,2.89E-04,3.92E-04
5.00E-01,8192,8192,8192,OS2-accu-5,6.78E+03,1.63E-04,2.44E+02,4.51E-03,1.89E-03,1.74E-03,3.64E-04,4.88E-04
5.00E-01,8192,8192,8192,OS2-accu-6,6.18E+02,1.02E-05,2.17E+02,5.07E-03,1.99E-03,2.09E-03,4.40E-04,5.20E-04
5.00E-01,8192,8192,8192,OS2-accu-7,4.66E+01,6.36E-07,1.92E+02,5.72E-03,2.09E-03,2.46E-03,5.17E-04,6.22E-04
5.00E-01,8192,8192,8192,OS2-accu-8,3.22E+00,7.68E-08,1.80E+02,6.13E-03,2.16E-03,2.80E-03,5.91E-04,5.46E-04
5.00E-01,8192,8192,8192,OS2-accu-9,3.21E-02,4.80E-09,1.64E+02,6.72E-03,2.22E-03,3.15E-03,6.67E-04,6.53E-04
5.00E-01,8192,8192,8192,OS2-accu-10,6.82E-03,3.00E-10,1.50E+02,7.31E-03,2.33E-03,3.51E-03,7.45E-04,6.97E-04
5.00E-01,8192,8192,8192,OS2-accu-11,3.91E-04,1.87E-11,1.37E+02,8.00E-03,2.44E-03,3.90E-03,8.26E-04,8.02E-04
5.00E-01,8192,8192,8192,OS2-accu-12,9.46E-05,1.17E-12,1.29E+02,8.49E-03,2.54E-03,4.26E-03,9.04E-04,7.52E-04
5.00E-01,8192,8192,8192,OS2-accu-13,6.93E-07,7.57E-14,1.15E+02,9.55E-03,3.14E-03,4.56E-03,9.73E-04,8.37E-04
5.00E-01,8192,8192,8192,OS2-accu-14,4.44E-08,4.62E-15,1.10E+02,9.99E-03,3.22E-03,4.86E-03,1.04E-03,8.44E-04
5.00E-01,8192,8192,8192,OS2-accu-15,1.61E-08,2.03E-16,1.01E+02,1.09E-02,3.49E-03,5.29E-03,1.13E-03,9.78E-04
5.00E-01,8192,8192,8192,OS2-accu-16,2.10E-10,5.07E-17,9.68E+01,1.14E-02,3.62E-03,5.64E-03,1.20E-03,8.65E-04
5.00E-01,8192,8192,8192,OS2-accu-17,6.25E-12,4.55E-17,9.13E+01,1.20E-02,3.78E-03,5.97E-03,1.28E-03,9.85E-04
5.00E-01,8192,8192,8192,OS2-accu-18,1.32E-13,4.55E-17,8.73E+01,1.26E-02,3.88E-03,6.34E-03,1.35E-03,9.99E-04
5.00E-01,8192,8192,8192,OS2-accu-19,4.08E-15,4.55E-17,8.10E+01,1.36E-02,4.48E-03,6.57E-03,1.42E-03,1.08E-03
5.00E-01,8192,8192,8192,OS2-accu-20,2.06E-15,4.55E-17,7.66E+01,1.44E-02,4.81E-03,6.98E-03,1.50E-03,1.04E-03
5.00E-01,16384,16384,16384,INT8-GEMM,,,3.24E+03,2.72E-03,,,,
5.00E-01,16384,16384,16384,DGEMM,2.02E-05,2.24E-15,3.60E+01,2.44E-01,,,,
5.00E-01,16384,16384,16384,OS2-fast-2,6.82E+04,1.00E+00,9.71E+02,9.06E-03,2.91E-03,4.39E-03,4.72E-04,1.25E-03
5.00E-01,16384,16384,16384,OS2-fast-3,1.29E+09,2.99E-01,6.20E+02,1.42E-02,3.63E-03,7.80E-03,7.88E-04,1.93E-03
5.00E-01,16384,16384,16384,OS2-fast-4,1.65E+08,2.09E-02,4.65E+02,1.89E-02,4.18E-03,1.16E-02,1.13E-03,1.95E-03
5.00E-01,16384,16384,16384,OS2-fast-5,1.46E+07,1.31E-03,3.82E+02,2.30E-02,4.44E-03,1.47E-02,1.44E-03,2.37E-03
5.00E-01,16384,16384,16384,OS2-fast-6,4.08E+05,8.21E-05,3.27E+02,2.69E-02,4.80E-03,1.78E-02,1.74E-03,2.54E-03
5.00E-01,16384,16384,16384,OS2-fast-7,4.87E+04,5.13E-06,2.78E+02,3.16E-02,5.22E-03,2.13E-02,2.08E-03,3.02E-03
5.00E-01,16384,16384,16384,OS2-fast-8,3.06E+03,3.21E-07,2.53E+02,3.47E-02,5.51E-03,2.41E-02,2.37E-03,2.70E-03
5.00E-01,16384,16384,16384,OS2-fast-9,4.03E+01,2.00E-08,2.19E+02,4.02E-02,5.94E-03,2.82E-02,2.74E-03,3.30E-03
5.00E-01,16384,16384,16384,OS2-fast-10,1.84E+01,1.25E-09,1.98E+02,4.43E-02,6.35E-03,3.14E-02,3.06E-03,3.49E-03
5.00E-01,16384,16384,16384,OS2-fast-11,4.54E-01,7.83E-11,1.83E+02,4.82E-02,6.67E-03,3.42E-02,3.36E-03,3.90E-03
5.00E-01,16384,16384,16384,OS2-fast-12,1.25E-02,4.89E-12,1.68E+02,5.25E-02,7.13E-03,3.79E-02,3.69E-03,3.80E-03
5.00E-01,16384,16384,16384,OS2-fast-13,3.20E-04,3.06E-13,1.50E+02,5.86E-02,1.04E-02,4.02E-02,3.93E-03,4.06E-03
