phi,m,n,k,function,TFLOPS,total_time[sec],quantization,low_prec_gemm,requantization,dequantization
-1.00E+00,4096,4096,32768,BF16x9,1.97E+01,2.24E-01,,,,
-1.00E+00,8192,8192,1024,CGEMM,1.95E+01,2.82E-02,,,,
-1.00E+00,8192,8192,1024,OS2-fast-3,5.30E+01,1.04E-02,4.35E-04,3.53E-03,3.19E-03,3.22E-03
-1.00E+00,8192,8192,1024,OS2-fast-4,4.10E+01,1.34E-02,5.14E-04,4.77E-03,4.25E-03,3.86E-03
-1.00E+00,8192,8192,1024,OS2-fast-5,3.36E+01,1.64E-02,5.91E-04,5.96E-03,5.29E-03,4.51E-03
-1.00E+00,8192,8192,1024,OS2-fast-6,2.85E+01,1.93E-02,6.63E-04,7.14E-03,6.35E-03,5.14E-03
-1.00E+00,8192,8192,1024,OS2-fast-7,2.47E+01,2.23E-02,7.32E-04,8.33E-03,7.43E-03,5.77E-03
-1.00E+00,8192,8192,1024,OS2-fast-8,2.18E+01,2.53E-02,8.11E-04,9.53E-03,8.51E-03,6.42E-03
-1.00E+00,8192,8192,1024,OS2-fast-9,1.95E+01,2.82E-02,9.00E-04,1.07E-02,9.57E-03,7.05E-03
-1.00E+00,8192,8192,1024,OS2-fast-10,1.76E+01,3.12E-02,9.89E-04,1.19E-02,1.06E-02,7.68E-03
-1.00E+00,8192,8192,1024,OS2-fast-11,1.61E+01,3.41E-02,1.09E-03,1.31E-02,1.17E-02,8.31E-03
-1.00E+00,8192,8192,1024,OS2-fast-12,1.48E+01,3.71E-02,1.19E-03,1.43E-02,1.27E-02,8.95E-03
-1.00E+00,8192,8192,1024,OS2-accu-3,4.13E+01,1.33E-02,3.34E-03,3.57E-03,3.19E-03,3.22E-03
-1.00E+00,8192,8192,1024,OS2-accu-4,3.37E+01,1.63E-02,3.41E-03,4.77E-03,4.25E-03,3.86E-03
-1.00E+00,8192,8192,1024,OS2-accu-5,2.86E+01,1.93E-02,3.49E-03,5.96E-03,5.29E-03,4.51E-03
-1.00E+00,8192,8192,1024,OS2-accu-6,2.48E+01,2.22E-02,3.56E-03,7.15E-03,6.35E-03,5.14E-03
-1.00E+00,8192,8192,1024,OS2-accu-7,2.18E+01,2.52E-02,3.63E-03,8.34E-03,7.42E-03,5.77E-03
-1.00E+00,8192,8192,1024,OS2-accu-8,1.95E+01,2.82E-02,3.72E-03,9.53E-03,8.50E-03,6.41E-03
-1.00E+00,8192,8192,1024,OS2-accu-9,1.77E+01,3.11E-02,3.81E-03,1.07E-02,9.58E-03,7.05E-03
-1.00E+00,8192,8192,1024,OS2-accu-10,1.61E+01,3.41E-02,3.90E-03,1.19E-02,1.06E-02,7.68E-03
-1.00E+00,8192,8192,1024,OS2-accu-11,1.48E+01,3.70E-02,3.99E-03,1.31E-02,1.17E-02,8.31E-03
-1.00E+00,8192,8192,1024,OS2-accu-12,1.37E+01,4.00E-02,4.09E-03,1.43E-02,1.27E-02,8.95E-03
-1.00E+00,8192,8192,1024,BF16x9,1.96E+01,2.81E-02,,,,
-1.00E+00,8192,8192,2048,CGEMM,1.96E+01,5.61E-02,,,,
-1.00E+00,8192,8192,2048,OS2-fast-3,8.21E+01,1.34E-02,9.02E-04,6.09E-03,3.18E-03,3.21E-03
-1.00E+00,8192,8192,2048,OS2-fast-4,6.32E+01,1.74E-02,1.05E-03,8.24E-03,4.24E-03,3.86E-03
-1.00E+00,8192,8192,2048,OS2-fast-5,5.15E+01,2.14E-02,1.24E-03,1.03E-02,5.30E-03,4.51E-03
-1.00E+00,8192,8192,2048,OS2-fast-6,4.34E+01,2.53E-02,1.44E-03,1.24E-02,6.38E-03,5.14E-03
-1.00E+00,8192,8192,2048,OS2-fast-7,3.65E+01,3.01E-02,2.47E-03,1.44E-02,7.45E-03,5.77E-03
-1.00E+00,8192,8192,2048,OS2-fast-8,3.20E+01,3.44E-02,2.94E-03,1.65E-02,8.50E-03,6.41E-03
-1.00E+00,8192,8192,2048,OS2-fast-9,2.87E+01,3.83E-02,3.19E-03,1.85E-02,9.55E-03,7.05E-03
-1.00E+00,8192,8192,2048,OS2-fast-10,2.59E+01,4.24E-02,3.52E-03,2.06E-02,1.06E-02,7.68E-03
-1.00E+00,8192,8192,2048,OS2-fast-11,2.36E+01,4.65E-02,3.86E-03,2.27E-02,1.17E-02,8.31E-03
-1.00E+00,8192,8192,2048,OS2-fast-12,2.17E+01,5.06E-02,4.15E-03,2.47E-02,1.27E-02,8.94E-03
-1.00E+00,8192,8192,2048,OS2-accu-3,6.35E+01,1.73E-02,4.75E-03,6.17E-03,3.18E-03,3.21E-03
-1.00E+00,8192,8192,2048,OS2-accu-4,5.17E+01,2.13E-02,4.90E-03,8.25E-03,4.23E-03,3.86E-03
-1.00E+00,8192,8192,2048,OS2-accu-5,4.36E+01,2.52E-02,5.09E-03,1.03E-02,5.30E-03,4.51E-03
-1.00E+00,8192,8192,2048,OS2-accu-6,3.76E+01,2.92E-02,5.29E-03,1.24E-02,6.38E-03,5.14E-03
-1.00E+00,8192,8192,2048,OS2-accu-7,3.23E+01,3.40E-02,6.33E-03,1.44E-02,7.45E-03,5.77E-03
-1.00E+00,8192,8192,2048,OS2-accu-8,2.88E+01,3.82E-02,6.81E-03,1.65E-02,8.50E-03,6.41E-03
-1.00E+00,8192,8192,2048,OS2-accu-9,2.61E+01,4.22E-02,7.05E-03,1.85E-02,9.55E-03,7.05E-03
-1.00E+00,8192,8192,2048,OS2-accu-10,2.38E+01,4.63E-02,7.39E-03,2.06E-02,1.06E-02,7.68E-03
-1.00E+00,8192,8192,2048,OS2-accu-11,2.18E+01,5.04E-02,7.73E-03,2.26E-02,1.17E-02,8.31E-03
-1.00E+00,8192,8192,2048,OS2-accu-12,2.02E+01,5.44E-02,8.01E-03,2.47E-02,1.27E-02,8.94E-03
-1.00E+00,8192,8192,2048,BF16x9,1.96E+01,5.61E-02,,,,
-1.00E+00,8192,8192,4096,CGEMM,1.96E+01,1.12E-01,,,,
-1.00E+00,8192,8192,4096,OS2-fast-3,1.12E+02,1.96E-02,1.84E-03,1.13E-02,3.19E-03,3.21E-03
-1.00E+00,8192,8192,4096,OS2-fast-4,8.56E+01,2.57E-02,2.17E-03,1.54E-02,4.26E-03,3.87E-03
-1.00E+00,8192,8192,4096,OS2-fast-5,6.94E+01,3.17E-02,2.53E-03,1.93E-02,5.31E-03,4.54E-03
-1.00E+00,8192,8192,4096,OS2-fast-6,5.73E+01,3.84E-02,3.68E-03,2.31E-02,6.36E-03,5.19E-03
-1.00E+00,8192,8192,4096,OS2-fast-7,4.82E+01,4.56E-02,5.34E-03,2.70E-02,7.43E-03,5.83E-03
-1.00E+00,8192,8192,4096,OS2-fast-8,4.24E+01,5.18E-02,5.97E-03,3.09E-02,8.47E-03,6.50E-03
-1.00E+00,8192,8192,4096,OS2-fast-9,3.79E+01,5.80E-02,6.53E-03,3.47E-02,9.56E-03,7.14E-03
-1.00E+00,8192,8192,4096,OS2-fast-10,3.43E+01,6.41E-02,7.15E-03,3.86E-02,1.06E-02,7.79E-03
-1.00E+00,8192,8192,4096,OS2-fast-11,3.14E+01,7.00E-02,7.75E-03,4.22E-02,1.17E-02,8.34E-03
-1.00E+00,8192,8192,4096,OS2-fast-12,2.88E+01,7.65E-02,8.39E-03,4.63E-02,1.27E-02,9.07E-03
-1.00E+00,8192,8192,4096,OS2-accu-3,8.52E+01,2.58E-02,7.90E-03,1.15E-02,3.19E-03,3.22E-03
-1.00E+00,8192,8192,4096,OS2-accu-4,6.91E+01,3.18E-02,8.25E-03,1.54E-02,4.25E-03,3.87E-03
-1.00E+00,8192,8192,4096,OS2-accu-5,5.82E+01,3.78E-02,8.62E-03,1.93E-02,5.30E-03,4.54E-03
-1.00E+00,8192,8192,4096,OS2-accu-6,4.94E+01,4.45E-02,9.76E-03,2.32E-02,6.36E-03,5.20E-03
-1.00E+00,8192,8192,4096,OS2-accu-7,4.25E+01,5.17E-02,1.14E-02,2.70E-02,7.42E-03,5.85E-03
-1.00E+00,8192,8192,4096,OS2-accu-8,3.80E+01,5.79E-02,1.21E-02,3.09E-02,8.48E-03,6.50E-03
-1.00E+00,8192,8192,4096,OS2-accu-9,3.43E+01,6.41E-02,1.27E-02,3.47E-02,9.56E-03,7.15E-03
-1.00E+00,8192,8192,4096,OS2-accu-10,3.14E+01,7.00E-02,1.33E-02,3.84E-02,1.06E-02,7.71E-03
-1.00E+00,8192,8192,4096,OS2-accu-11,2.88E+01,7.64E-02,1.39E-02,4.24E-02,1.17E-02,8.43E-03
-1.00E+00,8192,8192,4096,OS2-accu-12,2.66E+01,8.26E-02,1.45E-02,4.63E-02,1.27E-02,9.07E-03
-1.00E+00,8192,8192,4096,BF16x9,1.96E+01,1.12E-01,,,,
-1.00E+00,8192,8192,8192,CGEMM,1.97E+01,2.24E-01,,,,
-1.00E+00,8192,8192,8192,OS2-fast-3,1.36E+02,3.23E-02,3.98E-03,2.20E-02,3.14E-03,3.23E-03
-1.00E+00,8192,8192,8192,OS2-fast-4,1.01E+02,4.34E-02,4.70E-03,3.06E-02,4.18E-03,3.91E-03
-1.00E+00,8192,8192,8192,OS2-fast-5,8.14E+01,5.40E-02,5.56E-03,3.87E-02,5.25E-03,4.56E-03
-1.00E+00,8192,8192,8192,OS2-fast-6,6.78E+01,6.49E-02,6.96E-03,4.64E-02,6.29E-03,5.21E-03
-1.00E+00,8192,8192,8192,OS2-fast-7,5.67E+01,7.76E-02,1.07E-02,5.37E-02,7.35E-03,5.85E-03
-1.00E+00,8192,8192,8192,OS2-fast-8,4.99E+01,8.82E-02,1.18E-02,6.15E-02,8.37E-03,6.50E-03
-1.00E+00,8192,8192,8192,OS2-fast-9,4.44E+01,9.91E-02,1.33E-02,6.92E-02,9.44E-03,7.15E-03
-1.00E+00,8192,8192,8192,OS2-fast-10,4.02E+01,1.10E-01,1.47E-02,7.66E-02,1.05E-02,7.79E-03
-1.00E+00,8192,8192,8192,OS2-fast-11,3.68E+01,1.20E-01,1.54E-02,8.42E-02,1.16E-02,8.42E-03
-1.00E+00,8192,8192,8192,OS2-fast-12,3.39E+01,1.30E-01,1.60E-02,9.19E-02,1.26E-02,9.07E-03
-1.00E+00,8192,8192,8192,OS2-accu-3,1.00E+02,4.38E-02,1.46E-02,2.28E-02,3.15E-03,3.26E-03
-1.00E+00,8192,8192,8192,OS2-accu-4,8.11E+01,5.42E-02,1.53E-02,3.08E-02,4.19E-03,3.91E-03
-1.00E+00,8192,8192,8192,OS2-accu-5,6.82E+01,6.45E-02,1.61E-02,3.86E-02,5.25E-03,4.57E-03
-1.00E+00,8192,8192,8192,OS2-accu-6,5.84E+01,7.53E-02,1.75E-02,4.64E-02,6.29E-03,5.21E-03
-1.00E+00,8192,8192,8192,OS2-accu-7,4.99E+01,8.80E-02,2.11E-02,5.37E-02,7.35E-03,5.85E-03
-1.00E+00,8192,8192,8192,OS2-accu-8,4.44E+01,9.90E-02,2.26E-02,6.14E-02,8.37E-03,6.50E-03
-1.00E+00,8192,8192,8192,OS2-accu-9,4.01E+01,1.10E-01,2.41E-02,6.90E-02,9.44E-03,7.15E-03
-1.00E+00,8192,8192,8192,OS2-accu-10,3.66E+01,1.20E-01,2.54E-02,7.65E-02,1.05E-02,7.79E-03
-1.00E+00,8192,8192,8192,OS2-accu-11,3.38E+01,1.30E-01,2.60E-02,8.42E-02,1.16E-02,8.43E-03
-1.00E+00,8192,8192,8192,OS2-accu-12,3.14E+01,1.40E-01,2.66E-02,9.20E-02,1.26E-02,9.07E-03
-1.00E+00,8192,8192,8192,BF16x9,1.97E+01,2.24E-01,,,,
-1.00E+00,8192,8192,16384,CGEMM,1.97E+01,4.48E-01,,,,
-1.00E+00,8192,8192,16384,OS2-fast-3,1.50E+02,5.85E-02,8.62E-03,4.34E-02,3.14E-03,3.26E-03
-1.00E+00,8192,8192,16384,OS2-fast-4,1.10E+02,8.00E-02,9.96E-03,6.20E-02,4.20E-03,3.91E-03
-1.00E+00,8192,8192,16384,OS2-fast-5,8.86E+01,9.92E-02,1.13E-02,7.81E-02,5.25E-03,4.57E-03
-1.00E+00,8192,8192,16384,OS2-fast-6,7.45E+01,1.18E-01,1.25E-02,9.41E-02,6.29E-03,5.21E-03
-1.00E+00,8192,8192,16384,OS2-fast-7,6.41E+01,1.37E-01,1.38E-02,1.10E-01,7.32E-03,5.85E-03
-1.00E+00,8192,8192,16384,OS2-fast-8,5.61E+01,1.57E-01,1.56E-02,1.26E-01,8.35E-03,6.50E-03
-1.00E+00,8192,8192,16384,OS2-fast-9,4.88E+01,1.80E-01,2.24E-02,1.41E-01,9.41E-03,7.15E-03
-1.00E+00,8192,8192,16384,OS2-fast-10,4.37E+01,2.01E-01,2.76E-02,1.56E-01,1.05E-02,7.79E-03
-1.00E+00,8192,8192,16384,OS2-fast-11,4.00E+01,2.20E-01,2.97E-02,1.70E-01,1.15E-02,8.43E-03
-1.00E+00,8192,8192,16384,OS2-fast-12,3.68E+01,2.39E-01,3.20E-02,1.86E-01,1.26E-02,9.12E-03
-1.00E+00,8192,8192,16384,OS2-accu-3,1.09E+02,8.07E-02,2.82E-02,4.61E-02,3.14E-03,3.26E-03
-1.00E+00,8192,8192,16384,OS2-accu-4,8.79E+01,1.00E-01,2.97E-02,6.23E-02,4.19E-03,3.91E-03
-1.00E+00,8192,8192,16384,OS2-accu-5,7.38E+01,1.19E-01,3.10E-02,7.83E-02,5.25E-03,4.57E-03
-1.00E+00,8192,8192,16384,OS2-accu-6,6.38E+01,1.38E-01,3.24E-02,9.41E-02,6.29E-03,5.21E-03
-1.00E+00,8192,8192,16384,OS2-accu-7,5.61E+01,1.57E-01,3.37E-02,1.10E-01,7.32E-03,5.85E-03
-1.00E+00,8192,8192,16384,OS2-accu-8,4.98E+01,1.77E-01,3.55E-02,1.26E-01,8.35E-03,6.50E-03
-1.00E+00,8192,8192,16384,OS2-accu-9,4.41E+01,2.00E-01,4.23E-02,1.41E-01,9.40E-03,7.15E-03
-1.00E+00,8192,8192,16384,OS2-accu-10,3.99E+01,2.20E-01,4.76E-02,1.55E-01,1.05E-02,7.80E-03
-1.00E+00,8192,8192,16384,OS2-accu-11,3.68E+01,2.39E-01,4.95E-02,1.70E-01,1.15E-02,8.47E-03
-1.00E+00,8192,8192,16384,OS2-accu-12,3.40E+01,2.59E-01,5.18E-02,1.85E-01,1.26E-02,9.12E-03
-1.00E+00,8192,8192,16384,BF16x9,1.96E+01,4.48E-01,,,,
-1.00E+00,16384,16384,1024,CGEMM,1.76E+01,1.25E-01,,,,
-1.00E+00,16384,16384,1024,OS2-fast-3,5.46E+01,4.03E-02,8.73E-04,1.38E-02,1.28E-02,1.28E-02
-1.00E+00,16384,16384,1024,OS2-fast-4,4.22E+01,5.21E-02,1.02E-03,1.86E-02,1.71E-02,1.54E-02
-1.00E+00,16384,16384,1024,OS2-fast-5,3.44E+01,6.38E-02,1.22E-03,2.32E-02,2.14E-02,1.80E-02
-1.00E+00,16384,16384,1024,OS2-fast-6,2.91E+01,7.55E-02,1.42E-03,2.79E-02,2.56E-02,2.05E-02
-1.00E+00,16384,16384,1024,OS2-fast-7,2.50E+01,8.81E-02,2.57E-03,3.25E-02,2.99E-02,2.31E-02
-1.00E+00,16384,16384,1024,OS2-fast-8,2.20E+01,9.99E-02,2.86E-03,3.72E-02,3.42E-02,2.56E-02
-1.00E+00,16384,16384,1024,OS2-fast-9,1.97E+01,1.12E-01,3.09E-03,4.18E-02,3.85E-02,2.82E-02
-1.00E+00,16384,16384,1024,OS2-fast-10,1.78E+01,1.23E-01,3.42E-03,4.64E-02,4.28E-02,3.07E-02
-1.00E+00,16384,16384,1024,OS2-fast-11,1.63E+01,1.35E-01,3.67E-03,5.10E-02,4.70E-02,3.32E-02
-1.00E+00,16384,16384,1024,OS2-fast-12,1.50E+01,1.47E-01,3.99E-03,5.57E-02,5.14E-02,3.58E-02
-1.00E+00,16384,16384,1024,OS2-accu-3,4.27E+01,5.15E-02,1.19E-02,1.39E-02,1.28E-02,1.28E-02
-1.00E+00,16384,16384,1024,OS2-accu-4,3.48E+01,6.31E-02,1.21E-02,1.86E-02,1.71E-02,1.54E-02
-1.00E+00,16384,16384,1024,OS2-accu-5,2.94E+01,7.49E-02,1.23E-02,2.32E-02,2.14E-02,1.80E-02
-1.00E+00,16384,16384,1024,OS2-accu-6,2.54E+01,8.65E-02,1.25E-02,2.79E-02,2.56E-02,2.05E-02
-1.00E+00,16384,16384,1024,OS2-accu-7,2.22E+01,9.91E-02,1.36E-02,3.25E-02,2.99E-02,2.31E-02
-1.00E+00,16384,16384,1024,OS2-accu-8,1.98E+01,1.11E-01,1.39E-02,3.72E-02,3.42E-02,2.56E-02
-1.00E+00,16384,16384,1024,OS2-accu-9,1.79E+01,1.23E-01,1.41E-02,4.17E-02,3.85E-02,2.82E-02
-1.00E+00,16384,16384,1024,OS2-accu-10,1.64E+01,1.34E-01,1.45E-02,4.64E-02,4.28E-02,3.07E-02
-1.00E+00,16384,16384,1024,OS2-accu-11,1.51E+01,1.46E-01,1.47E-02,5.10E-02,4.70E-02,3.32E-02
-1.00E+00,16384,16384,1024,OS2-accu-12,1.39E+01,1.58E-01,1.50E-02,5.57E-02,5.14E-02,3.58E-02
-1.00E+00,16384,16384,1024,BF16x9,1.76E+01,1.25E-01,,,,
-1.00E+00,16384,16384,2048,CGEMM,1.68E+01,2.62E-01,,,,
-1.00E+00,16384,16384,2048,OS2-fast-3,8.55E+01,5.14E-02,1.92E-03,2.38E-02,1.28E-02,1.28E-02
-1.00E+00,16384,16384,2048,OS2-fast-4,6.42E+01,6.85E-02,3.56E-03,3.23E-02,1.71E-02,1.54E-02
-1.00E+00,16384,16384,2048,OS2-fast-5,5.23E+01,8.40E-02,3.97E-03,4.05E-02,2.14E-02,1.82E-02
-1.00E+00,16384,16384,2048,OS2-fast-6,4.41E+01,9.97E-02,4.60E-03,4.87E-02,2.57E-02,2.07E-02
-1.00E+00,16384,16384,2048,OS2-fast-7,3.82E+01,1.15E-01,5.24E-03,5.69E-02,2.99E-02,2.32E-02
-1.00E+00,16384,16384,2048,OS2-fast-8,3.36E+01,1.31E-01,5.85E-03,6.51E-02,3.42E-02,2.58E-02
-1.00E+00,16384,16384,2048,OS2-fast-9,3.00E+01,1.47E-01,6.46E-03,7.33E-02,3.85E-02,2.84E-02
-1.00E+00,16384,16384,2048,OS2-fast-10,2.72E+01,1.62E-01,6.93E-03,8.12E-02,4.29E-02,3.09E-02
-1.00E+00,16384,16384,2048,OS2-fast-11,2.48E+01,1.77E-01,7.25E-03,8.94E-02,4.71E-02,3.34E-02
-1.00E+00,16384,16384,2048,OS2-fast-12,2.28E+01,1.93E-01,7.96E-03,9.76E-02,5.14E-02,3.60E-02
-1.00E+00,16384,16384,2048,OS2-accu-3,6.66E+01,6.60E-02,1.61E-02,2.42E-02,1.28E-02,1.28E-02
-1.00E+00,16384,16384,2048,OS2-accu-4,5.31E+01,8.28E-02,1.77E-02,3.24E-02,1.71E-02,1.54E-02
-1.00E+00,16384,16384,2048,OS2-accu-5,4.48E+01,9.82E-02,1.81E-02,4.06E-02,2.14E-02,1.81E-02
-1.00E+00,16384,16384,2048,OS2-accu-6,3.86E+01,1.14E-01,1.88E-02,4.88E-02,2.57E-02,2.06E-02
-1.00E+00,16384,16384,2048,OS2-accu-7,3.40E+01,1.30E-01,1.94E-02,5.69E-02,2.99E-02,2.32E-02
-1.00E+00,16384,16384,2048,OS2-accu-8,3.03E+01,1.45E-01,2.00E-02,6.50E-02,3.42E-02,2.58E-02
-1.00E+00,16384,16384,2048,OS2-accu-9,2.74E+01,1.60E-01,2.07E-02,7.29E-02,3.85E-02,2.82E-02
-1.00E+00,16384,16384,2048,OS2-accu-10,2.50E+01,1.76E-01,2.11E-02,8.11E-02,4.28E-02,3.10E-02
-1.00E+00,16384,16384,2048,OS2-accu-11,2.30E+01,1.91E-01,2.14E-02,8.94E-02,4.71E-02,3.36E-02
-1.00E+00,16384,16384,2048,OS2-accu-12,2.12E+01,2.07E-01,2.22E-02,9.76E-02,5.14E-02,3.61E-02
-1.00E+00,16384,16384,2048,BF16x9,1.67E+01,2.63E-01,,,,
